, etot, ebond, eang, etor, evdw, ehb_cho,ehb_chn,ehb_chc, ecoul, density
19 , -1136.45284117 , -1388.5640536 , 12.15011899 , 7.99482098 , 250.41887447 , -9.24387496 , -0.45544765 , -0.81349097 , -33.40284134 , 1.9225777878918722
20 , -1136.42539552 , -1388.87420054 , 12.23712463 , 8.01603876 , 250.6764329 , -9.37624361 , -0.46692323 , -0.69961623 , -33.45665398 , 1.8989024367771339
21 , -1136.38759304 , -1388.97320618 , 12.2997522 , 7.95746245 , 250.98622449 , -8.71654996 , -0.56727252 , -0.34708073 , -33.85397912 , 1.9015589807985396
22 , -1136.66370641 , -1388.05779695 , 11.71822186 , 8.04707064 , 250.27346172 , -8.31573636 , -0.44118499 , -0.30077057 , -33.52276386 , 1.8761029946571273
23 , -1136.4524764 , -1388.54650406 , 12.14065985 , 7.99434988 , 250.4140914 , -9.27642911 , -0.45111951 , -0.81206833 , -33.4198289 , 1.9236334706299985
24 , -1136.40363794 , -1388.99601208 , 12.28865139 , 7.92301818 , 251.05028258 , -8.76867974 , -0.57139151 , -0.34610447 , -33.89378272 , 1.8998805060272261
25 , -1136.60647475 , -1388.18493566 , 11.70453345 , 8.18841861 , 250.20228985 , -8.06373689 , -0.42858901 , -0.30896032 , -33.35381573 , 1.874230220515164
26 , -1136.5646196 , -1388.09905909 , 11.67941913 , 8.24780315 , 250.02396151 , -7.71344241 , -0.43361041 , -0.30735628 , -33.13661745 , 1.870942818465588
27 , -1136.60056098 , -1388.1258997 , 11.69234073 , 8.201169 , 250.12813351 , -8.0027173 , -0.43000832 , -0.30923324 , -33.31007492 , 1.8732994830552012
28 , -1136.45153034 , -1388.54626927 , 12.14670984 , 7.99403689 , 250.40445416 , -9.24760629 , -0.45627171 , -0.81495748 , -33.38947617 , 1.9231918237731753
29 , -1136.39143495 , -1388.97545499 , 12.28956778 , 7.94775028 , 250.9999091 , -8.71226583 , -0.57055451 , -0.3477385 , -33.85141856 , 1.901639965473109
30 , -1136.63974497 , -1388.05957863 , 11.73838737 , 8.03942041 , 250.21256675 , -8.09216442 , -0.43424878 , -0.29990877 , -33.42312423 , 1.8760129714031824
31 , -1136.45593606 , -1388.57147413 , 12.13803555 , 7.99463159 , 250.44178982 , -9.26960105 , -0.45134298 , -0.82099863 , -33.43858407 , 1.9237960686461324
32 , -1136.43607341 , -1388.78306903 , 12.21025457 , 8.00921085 , 250.59524955 , -9.33115406 , -0.46585343 , -0.73796447 , -33.41521255 , 1.9058250224692836
33 , -1136.38838256 , -1388.98070907 , 12.30178904 , 7.95883282 , 250.99097629 , -8.72321235 , -0.56811572 , -0.34730205 , -33.8517906 , 1.9025684400583853
34 , -1136.60032384 , -1388.12103457 , 11.6938292 , 8.20853631 , 250.11431951 , -7.92599676 , -0.43189325 , -0.30600836 , -33.30099769 , 1.875292409769112
35 , -1136.44618228 , -1388.59537664 , 12.15952778 , 7.99454639 , 250.44094267 , -9.24998102 , -0.45608248 , -0.79652805 , -33.37399176 , 1.9219721149009554
36 , -1136.42922629 , -1388.99168622 , 12.29362642 , 7.89225157 , 251.11052538 , -8.89934978 , -0.58290744 , -0.33758202 , -33.91775882 , 1.8973211115952031
37 , -1136.41863138 , -1389.00645292 , 12.29781886 , 7.90957245 , 251.08812128 , -8.83520102 , -0.58217325 , -0.34135167 , -33.90549967 , 1.8990419772240281
38 , -1136.37896491 , -1389.04960735 , 12.32840401 , 7.98298076 , 251.02934107 , -8.73172696 , -0.5760113 , -0.34565509 , -33.83475503 , 1.9037958268586137
39 , -1136.36665217 , -1389.04639712 , 12.33777299 , 7.99953944 , 251.0087828 , -8.69921254 , -0.5775697 , -0.3449722 , -33.82373715 , 1.9017605717335255
40 , -1136.45852936 , -1389.09681689 , 12.34534166 , 7.82720347 , 251.25549336 , -9.09799953 , -0.55777042 , -0.33448512 , -34.07643026 , 1.8779541851669082
41 , -1136.31737635 , -1388.80998164 , 12.1479208 , 7.96185318 , 250.64102665 , -8.74998735 , -0.47447112 , -0.57322249 , -32.81135815 , 1.9023256587595185
42 , -1136.66819879 , -1389.65956642 , 12.36990902 , 8.193243 , 250.65835196 , -8.77017882 , -0.49254504 , -0.74160028 , -32.89967694 , 1.9510058435140043
43 , -1136.45281869 , -1388.51423569 , 12.13403594 , 7.99374702 , 250.39127007 , -9.28173119 , -0.45026089 , -0.81458024 , -33.43414993 , 1.9235157077502267
44 , -1136.80351282 , -1388.14703764 , 11.72311764 , 8.47304916 , 249.98894227 , -9.16087729 , -0.5853108 , -0.29065858 , -34.32871827 , 1.8770370956962081
45 , -1136.79643489 , -1388.1848018 , 11.73523742 , 8.4511923 , 250.04790931 , -9.06180225 , -0.52140669 , -0.28695651 , -34.36760518 , 1.8680400734930611
46 , -1136.80303366 , -1388.13115558 , 11.7158001 , 8.47594607 , 249.9726277 , -9.17409413 , -0.59867806 , -0.29149204 , -34.29848927 , 1.8778676746165683
47 , -1136.24686323 , -1389.69207316 , 12.78669998 , 8.05794196 , 251.12306412 , -9.38949125 , -0.57223465 , -0.59110942 , -33.20986404 , 1.930483173446278
48 , -1136.7971161 , -1388.16026297 , 11.73163531 , 8.47634941 , 250.00316054 , -9.19024562 , -0.59651628 , -0.29098546 , -34.32740198 , 1.8790724386790445
49 , -1136.75190763 , -1388.06112098 , 11.67042296 , 8.38939103 , 250.04828936 , -8.77112177 , -0.44303989 , -0.29152123 , -34.17685669 , 1.8507476719865712
50 , -1136.58676673 , -1387.44882723 , 11.53515761 , 8.21757916 , 249.85017189 , -9.52776425 , -0.45415121 , -0.30905975 , -33.92463514 , 1.855270663505216
51 , -1136.74038667 , -1387.98526591 , 11.63249696 , 8.42219026 , 249.94516597 , -8.77494772 , -0.44984111 , -0.30829715 , -33.99432801 , 1.8637888970773095
52 , -1136.58624748 , -1387.45481773 , 11.53707167 , 8.22108895 , 249.85242556 , -9.52598966 , -0.45336354 , -0.3084838 , -33.93344653 , 1.8544642492499124
53 , -1136.32186973 , -1389.54759807 , 12.83357158 , 8.02499689 , 251.0878538 , -9.07730532 , -0.57061611 , -0.8333249 , -34.09554051 , 1.9056987991195284
54 , -1136.23324989 , -1389.70811601 , 12.77915539 , 8.07938726 , 251.1319074 , -9.29514179 , -0.56375555 , -0.55153147 , -33.18291732 , 1.9257706300154769
55 , -1136.78047396 , -1388.19177403 , 11.74101077 , 8.41448973 , 250.10753174 , -8.98701581 , -0.46532244 , -0.28445669 , -34.37637634 , 1.8560151085948762
56 , -1136.28267254 , -1388.79474305 , 12.11486367 , 7.89605317 , 250.54243195 , -8.20405888 , -0.48866929 , -1.69676567 , -32.48101557 , 1.9420438733416094
57 , -1136.33522331 , -1389.4747647 , 12.58224052 , 7.94071903 , 251.00442256 , -9.31552178 , -0.62171622 , -1.40900346 , -33.19474914 , 1.930740612664077
58 , -1136.28952407 , -1389.62398512 , 12.44716389 , 8.07311534 , 251.1426337 , -9.21872479 , -0.79327854 , -0.3741758 , -31.94088895 , 1.8728423611644818
59 , -1136.33696616 , -1389.45245634 , 12.57432286 , 7.93953485 , 250.98643666 , -9.30892881 , -0.61940667 , -1.40530257 , -33.18969501 , 1.9303891760211895
60 , -1136.27644927 , -1388.74236655 , 12.12215044 , 7.87497422 , 250.51891557 , -8.12527987 , -0.50859874 , -1.46998216 , -32.41454349 , 1.9382319713984488
61 , -1136.24704814 , -1388.73272825 , 12.25369475 , 7.75840591 , 250.45409043 , -7.26264856 , -0.48838574 , -0.86300888 , -32.25611904 , 1.9163158195813486
62 , -1136.33594405 , -1389.5038721 , 12.5847418 , 7.94259678 , 251.02800327 , -9.31417473 , -0.62177034 , -1.40671193 , -33.19529641 , 1.9309097749934974
63 , -1136.27802029 , -1388.81304336 , 12.11236276 , 7.90307195 , 250.57550417 , -8.33930375 , -0.49480519 , -1.78453564 , -32.53359845 , 1.9422378034177898
64 , -1136.28741711 , -1388.70401187 , 12.12463084 , 7.86479177 , 250.4946459 , -8.02010756 , -0.49223449 , -1.26687176 , -32.43860742 , 1.934727774572321
65 , -1136.12844704 , -1388.02769423 , 11.90377355 , 8.65977563 , 249.90446542 , -9.35193075 , -0.60028024 , -0.47521674 , -33.55606738 , 1.911540598262621
66 , -1136.33784002 , -1389.44681604 , 12.56983606 , 7.93910968 , 250.9818323 , -9.30121052 , -0.61765474 , -1.40146271 , -33.1853006 , 1.9300357264746197
67 , -1136.25994559 , -1389.671089 , 12.46651805 , 8.12538106 , 251.16335335 , -9.35226835 , -0.86115947 , -0.39580857 , -31.83796657 , 1.8831087617621638
68 , -1135.77026751 , -1388.11267892 , 11.85990994 , 8.17739294 , 250.34350582 , -7.49135886 , -0.78980989 , -0.45889456 , -32.06276704 , 1.8126599583666714
69 , -1135.83411975 , -1389.56112391 , 12.63797222 , 8.06623026 , 250.92362907 , -8.54191644 , -0.77309819 , -0.95081203 , -32.01138262 , 1.9093880018312681
70 , -1136.28418746 , -1388.68752563 , 12.15366332 , 7.85190368 , 250.45070004 , -7.75778865 , -0.45101589 , -1.33043282 , -32.66697246 , 1.937234412778471
71 , -1136.03492841 , -1387.98103869 , 11.75261211 , 8.15872637 , 250.12972918 , -7.66424775 , -0.47158002 , -0.41645791 , -32.75577245 , 1.8660021164769731
72 , -1135.83129512 , -1388.19869909 , 11.8689075 , 8.31024146 , 250.38410945 , -7.69695104 , -0.68592589 , -0.39698257 , -32.56499024 , 1.8095099259387544
73 , -1136.07548458 , -1388.9688812 , 12.21329778 , 7.82518023 , 250.6241951 , -6.93806285 , -0.44685999 , -1.41575468 , -32.08506963 , 1.8942097524866306
74 , -1136.28636569 , -1388.706636 , 12.1241464 , 7.85933793 , 250.46677016 , -7.99732769 , -0.49954517 , -1.36940441 , -32.34894836 , 1.9384748247642432
75 , -1135.84598054 , -1389.51100962 , 12.6319985 , 8.09324799 , 250.81930682 , -8.31772051 , -0.6957102 , -0.99768198 , -32.16117226 , 1.9127164195941355
76 , -1136.73575129 , -1387.96181417 , 11.61708366 , 8.44327832 , 249.90485226 , -8.83302307 , -0.45890569 , -0.3162437 , -33.94593092 , 1.8704847911300462
77 , -1136.28679106 , -1388.73310914 , 12.12064651 , 7.86956808 , 250.48009018 , -7.98910444 , -0.49140396 , -1.45109087 , -32.36880303 , 1.9398589435843039
78 , -1136.33530312 , -1389.46738512 , 12.58072877 , 7.94132576 , 250.99785268 , -9.31329986 , -0.62270357 , -1.40506796 , -33.19588127 , 1.930944628087522
79 , -1136.2805234 , -1388.73429631 , 12.20308995 , 7.83121517 , 250.43319966 , -7.38720198 , -0.45856252 , -1.06949864 , -32.52345282 , 1.9269778106141393
80 , -1136.75651522 , -1389.01118399 , 12.51187271 , 7.9685543 , 250.75960404 , -9.28087078 , -0.55254961 , -0.34055499 , -34.1987753 , 1.9503432843258655
81 , -1136.72993686 , -1388.38545394 , 11.88843328 , 8.25586506 , 250.52896286 , -9.75451682 , -0.5408537 , -0.31873715 , -34.17545127 , 1.926538481297249
82 , -1136.73049597 , -1388.38772881 , 11.89031316 , 8.25558577 , 250.52955437 , -9.76034188 , -0.54141363 , -0.31897944 , -34.17170255 , 1.9268444546508081
83 , -1136.73112693 , -1388.3811018 , 11.8835975 , 8.24844205 , 250.53483066 , -9.77451596 , -0.5424008 , -0.31993798 , -34.15685216 , 1.927553343311884
84 , -1136.75586932 , -1389.0126005 , 12.50918683 , 7.9673464 , 250.75431426 , -9.21274457 , -0.53776014 , -0.33782887 , -34.19977914 , 1.947610732424463
85 , -1136.73089744 , -1388.37349462 , 11.87692142 , 8.23115883 , 250.5441581 , -9.75613431 , -0.5430149 , -0.32158246 , -34.14709396 , 1.928254727397768
86 , -1136.73069364 , -1388.38515681 , 11.88969357 , 8.25485117 , 250.52783463 , -9.76112738 , -0.54152746 , -0.31914639 , -34.17015418 , 1.9269708926256566
87 , -1136.72921182 , -1388.39821998 , 11.89481664 , 8.26178574 , 250.53156105 , -9.75815258 , -0.54113286 , -0.31841349 , -34.17447524 , 1.9265299639566917
88 , -1136.73088924 , -1388.387425 , 11.88808492 , 8.25281644 , 250.53339376 , -9.76015954 , -0.54154991 , -0.31923971 , -34.17170266 , 1.9270180736015936
89 , -1136.75587576 , -1389.00961271 , 12.50909236 , 7.96672958 , 250.75298217 , -9.21430319 , -0.53785864 , -0.33788947 , -34.20283981 , 1.9477079672233395
90 , -1136.75671658 , -1389.01282464 , 12.51108891 , 7.96885887 , 250.75839879 , -9.2693346 , -0.54856096 , -0.34019853 , -34.19686994 , 1.9497173470991074
91 , -1136.75641833 , -1389.01049253 , 12.51014732 , 7.96907912 , 250.75876776 , -9.27982035 , -0.55109452 , -0.34066278 , -34.19621167 , 1.950152345756242
92 , -1136.72821653 , -1388.36494218 , 11.8736377 , 8.22935094 , 250.54056672 , -9.76638731 , -0.54378795 , -0.32233196 , -34.11812548 , 1.9284951901802079
93 , -1136.72764232 , -1388.37115635 , 11.88172717 , 8.22655872 , 250.54204906 , -9.75954028 , -0.54477427 , -0.32264623 , -34.12327799 , 1.9290702914473008
94 , -1136.72895191 , -1388.39971258 , 11.89767621 , 8.2626462 , 250.52891361 , -9.75106514 , -0.54103952 , -0.31827235 , -34.17606825 , 1.9264331221149567
95 , -1136.72652628 , -1388.38075775 , 11.88517216 , 8.22772543 , 250.54779555 , -9.76203329 , -0.54540747 , -0.32258591 , -34.11559803 , 1.9292635527462743
96 , -1136.72873745 , -1388.99701653 , 12.51481856 , 7.96661781 , 250.77084627 , -9.36794069 , -0.58847942 , -0.34774489 , -34.13011564 , 1.9548258022968208
97 , -1136.2751134 , -1388.72659829 , 12.16114227 , 7.8547798 , 250.4680245 , -7.89724425 , -0.50445738 , -1.22907197 , -32.31137546 , 1.9324052718099824
98 , -1136.65204637 , -1387.71033554 , 11.35253757 , 8.47020513 , 249.90900836 , -8.91590097 , -0.51071635 , -0.29259395 , -32.78216767 , 1.874044692447113
99 , -1135.76835781 , -1388.47360164 , 12.28323901 , 8.04627144 , 250.6584325 , -7.79219189 , -0.43150435 , -0.44112964 , -33.09050009 , 1.8132975481343112
100 , -1136.47573348 , -1389.38861707 , 12.44244748 , 7.98757839 , 251.15796696 , -8.76280643 , -0.45582908 , -0.33720775 , -33.53969995 , 1.8452185962888497
101 , -1136.35183133 , -1389.87695282 , 12.67188778 , 7.85141752 , 251.42834672 , -8.79408492 , -0.39821677 , -0.32955906 , -33.07236638 , 1.9218613812329863
102 , -1136.72664144 , -1388.36694729 , 11.89164605 , 8.20783791 , 250.54137076 , -9.74201162 , -0.54056045 , -0.32253896 , -34.0963295 , 1.9306610248716503
103 , -1136.75284989 , -1389.01696382 , 12.51318 , 7.96957672 , 250.77060025 , -9.32299899 , -0.56204237 , -0.34265882 , -34.18812466 , 1.9519526817553234
104 , -1136.756301 , -1389.01176913 , 12.51205573 , 7.96818043 , 250.76155123 , -9.28418709 , -0.55374092 , -0.3408822 , -34.20047961 , 1.950578053637053
105 , -1136.26001443 , -1388.76819791 , 12.15087836 , 7.86579231 , 250.52956946 , -8.08738921 , -0.51986335 , -1.41763268 , -32.35359352 , 1.935936245323737
106 , -1136.30202627 , -1387.88092975 , 11.62859126 , 7.94281688 , 249.8944998 , -7.34371775 , -0.44283358 , -1.07260461 , -31.94490612 , 1.8931774750435624
107 , -1136.7569504 , -1389.01515456 , 12.51186069 , 7.9677675 , 250.76337898 , -9.26994684 , -0.55059177 , -0.34016772 , -34.20368191 , 1.9500128022232441
108 , -1136.74343969 , -1389.02683214 , 12.52056933 , 7.98561469 , 250.77566247 , -9.39468631 , -0.58031478 , -0.34433579 , -34.17356189 , 1.9546428375801856
109 , -1136.73010087 , -1388.40393378 , 11.91142707 , 8.25750291 , 250.52639047 , -9.76447446 , -0.54390648 , -0.31943779 , -34.17684836 , 1.9282195256541492
110 , -1136.75699522 , -1389.01487587 , 12.51120549 , 7.96803573 , 250.75884652 , -9.25122066 , -0.5443964 , -0.33958055 , -34.20030916 , 1.9492216022815345
111 , -1136.87528923 , -1388.35692059 , 11.65102235 , 8.28790165 , 250.39050447 , -9.23569433 , -0.59468655 , -0.41528701 , -33.80536668 , 1.8820657309273505
112 , -1136.27761514 , -1388.69456108 , 12.14119203 , 7.85346968 , 250.48826497 , -8.13049994 , -0.48742099 , -1.46950974 , -32.52431937 , 1.9424066462615341
113 , -1136.87118241 , -1388.37700839 , 11.65900068 , 8.28308861 , 250.40640043 , -9.22635272 , -0.59304099 , -0.4173924 , -33.791057 , 1.883767228964145
114 , -1136.8726985 , -1388.36830079 , 11.65557672 , 8.28611908 , 250.39956848 , -9.22721553 , -0.59469593 , -0.41636789 , -33.79990193 , 1.8830571470206974
115 , -1136.8754546 , -1388.35337393 , 11.65101917 , 8.28204314 , 250.39292978 , -9.25123042 , -0.59207981 , -0.41505772 , -33.80024449 , 1.882073817356391
116 , -1136.8677531 , -1388.39578713 , 11.66783578 , 8.28322584 , 250.41918379 , -9.22525216 , -0.59300125 , -0.41729568 , -33.79160021 , 1.8834984907679462
117 , -1136.87598786 , -1388.34997477 , 11.64775331 , 8.28782466 , 250.38566027 , -9.23580986 , -0.59403807 , -0.41559419 , -33.80368993 , 1.8818949792352397
118 , -1136.87507574 , -1388.3618506 , 11.65391824 , 8.28490476 , 250.39661262 , -9.24751966 , -0.59290091 , -0.41466695 , -33.80502018 , 1.881687133299793
119 , -1136.25758025 , -1388.70255226 , 12.20868054 , 7.8067857 , 250.44072198 , -7.49786592 , -0.47763462 , -1.2303642 , -32.53913267 , 1.934476985177113
120 , -1136.87560786 , -1388.35153749 , 11.6486632 , 8.28721687 , 250.38660447 , -9.23104304 , -0.59529422 , -0.4159638 , -33.80102829 , 1.8826374818313125
121 , -1136.87378715 , -1388.36719859 , 11.65633975 , 8.28052051 , 250.40622344 , -9.26128467 , -0.59158931 , -0.41356509 , -33.80411518 , 1.8817092360810193
122 , -1136.27422463 , -1388.71756353 , 12.22540948 , 7.8184738 , 250.41808935 , -7.3583228 , -0.46354368 , -1.00678143 , -32.50069898 , 1.9236508145127995
123 , -1136.69353263 , -1387.61848712 , 11.5317389 , 8.04840105 , 249.83188851 , -8.23176244 , -0.52526885 , -0.36682599 , -32.87440163 , 1.8873153125041693
124 , -1136.8744402 , -1388.38246278 , 11.65430764 , 8.28062675 , 250.41990297 , -9.24846644 , -0.59183216 , -0.41622926 , -33.79549295 , 1.8831480671720593
125 , -1136.87597223 , -1388.33748915 , 11.64354817 , 8.28613507 , 250.37944235 , -9.24142054 , -0.59378705 , -0.41461171 , -33.80274222 , 1.8813548724514388
126 , -1136.87580004 , -1388.35134064 , 11.64867022 , 8.28812834 , 250.38198201 , -9.22143488 , -0.5930788 , -0.41366616 , -33.79616306 , 1.880660724194914
127 , -1136.87199519 , -1388.38263658 , 11.66113231 , 8.28475738 , 250.40998246 , -9.23516761 , -0.5924807 , -0.41707806 , -33.7980266 , 1.8823001757370583
128 , -1136.21253244 , -1388.67572945 , 12.26557498 , 7.75607551 , 250.42933207 , -7.28512531 , -0.4979372 , -1.05669307 , -32.40390777 , 1.9177795176641221
129 , -1136.56396714 , -1387.37094234 , 11.47612512 , 7.96901906 , 249.67539899 , -7.78735898 , -0.4934876 , -0.46631343 , -32.56094969 , 1.8735067692465648
130 , -1136.60004068 , -1387.79806632 , 11.59103511 , 8.00198862 , 250.01940632 , -8.04776398 , -0.53641152 , -0.38465333 , -32.87178556 , 1.8646305086783062
131 , -1136.70758222 , -1387.80074441 , 11.58927501 , 8.0739119 , 249.99460422 , -8.49750082 , -0.53906103 , -0.36165476 , -32.99522817 , 1.8886282382327306
132 , -1136.69295051 , -1387.87090383 , 11.62396016 , 8.09203633 , 250.05835806 , -8.58093611 , -0.54303346 , -0.35594656 , -33.09324662 , 1.8868387594278322
133 , -1136.25579055 , -1388.70655021 , 12.19464083 , 7.8584226 , 250.49569579 , -7.68339862 , -0.4759653 , -1.07286247 , -32.77108437 , 1.9207841539694144
134 , -1136.47120558 , -1389.42530631 , 12.46368619 , 7.98650059 , 251.18109363 , -8.77156758 , -0.460306 , -0.340264 , -33.53061708 , 1.8479090052168827
135 , -1136.46841314 , -1389.16784109 , 12.37403105 , 8.0131581 , 250.82542319 , -8.22189908 , -0.45443925 , -0.3287455 , -33.31417734 , 1.860156655878795
136 , -1136.43248726 , -1389.13678909 , 12.36201904 , 8.09831682 , 250.74147976 , -8.27721137 , -0.45374301 , -0.32631919 , -33.31351526 , 1.8589312657996295
137 , -1135.92562912 , -1389.60893779 , 12.54349718 , 8.08735284 , 251.4184296 , -7.58115847 , -0.45734151 , -0.61212408 , -33.2162069 , 1.8005582035701615
138 , -1135.90909494 , -1389.62125413 , 12.55495756 , 8.08327998 , 251.42445845 , -7.52667422 , -0.4575245 , -0.62710994 , -33.14949156 , 1.8011332543711491
139 , -1136.33486343 , -1389.46520134 , 12.58232331 , 7.93886725 , 250.99692662 , -9.31760987 , -0.62021686 , -1.41262498 , -33.19363863 , 1.9304656415843098
140 , -1136.32664421 , -1389.46719959 , 12.60382121 , 7.94232443 , 250.98991306 , -9.32425197 , -0.62986158 , -1.40465243 , -33.20666488 , 1.9317742950868504
141 , -1136.22653528 , -1389.66261665 , 12.78210609 , 7.92878904 , 251.21797868 , -9.39790544 , -0.61587067 , -0.63378571 , -33.08037699 , 1.9386391390681605
142 , -1136.32947132 , -1389.49946328 , 12.59163154 , 7.94238731 , 251.02101918 , -9.30045508 , -0.61961498 , -1.42346242 , -33.19351557 , 1.9295893079562632
143 , -1136.24490833 , -1389.69214189 , 12.79693128 , 8.03867467 , 251.12308107 , -9.39884843 , -0.5815809 , -0.61167509 , -33.1923896 , 1.9318585534784494
144 , -1136.33082771 , -1389.49432247 , 12.59646542 , 7.94256643 , 251.01775811 , -9.32586235 , -0.62626322 , -1.41415134 , -33.20335494 , 1.9313399506792632
145 , -1136.14020139 , -1388.52249304 , 12.05287934 , 8.31368404 , 250.50988309 , -9.05003165 , -0.59367171 , -0.38831965 , -32.89480803 , 1.8841532311284819
146 , -1136.25718686 , -1388.26534207 , 11.91665454 , 8.40182511 , 250.44177594 , -9.78354197 , -0.68751891 , -0.3597388 , -33.24805707 , 1.875284600462421
147 , -1136.58411677 , -1387.74603935 , 11.26288013 , 8.47576814 , 249.89318409 , -8.77414057 , -0.47597714 , -0.33544762 , -31.944071 , 1.8762664418778352
148 , -1136.16242262 , -1387.33424503 , 11.17855654 , 8.60773501 , 249.40631563 , -7.89024829 , -0.53752608 , -0.27712035 , -30.54612537 , 1.8592355369118843
149 , -1136.7570542 , -1389.00888452 , 12.51057785 , 7.96789764 , 250.75464589 , -9.25549569 , -0.54597985 , -0.33957361 , -34.20105258 , 1.9492762136953568
150 , -1136.26945648 , -1388.73052239 , 12.16497607 , 7.83212502 , 250.45449363 , -7.80537488 , -0.50207701 , -1.26972181 , -32.20610556 , 1.9373689314329818
151 , -1136.7289894 , -1388.47849144 , 11.9410082 , 8.24672419 , 250.58281138 , -9.76124737 , -0.54808317 , -0.32100904 , -34.17401341 , 1.9310344757273838
152 , -1136.73473287 , -1389.23996884 , 12.15812635 , 7.92822521 , 250.9492602 , -8.7837054 , -0.44912306 , -0.30393996 , -33.43728792 , 1.8845464455503482
153 , -1136.15420759 , -1388.02029679 , 11.82721906 , 8.24389692 , 250.12047803 , -8.66325292 , -0.5604245 , -0.3537604 , -32.20616125 , 1.9014193909212318
154 , -1136.47749113 , -1389.38468943 , 12.44234201 , 7.98483389 , 251.15605533 , -8.76520383 , -0.4550569 , -0.33350616 , -33.54637753 , 1.845326233181302
155 , -1136.3539406 , -1389.84315931 , 12.69336213 , 7.83007176 , 251.38232031 , -8.6080666 , -0.39785634 , -0.33541365 , -33.11469816 , 1.9233219921369766
156 , -1136.29068721 , -1388.72432351 , 12.13726583 , 7.85905052 , 250.47459055 , -7.84771673 , -0.48925625 , -1.19649074 , -32.34545097 , 1.932041769007961
157 , -1136.11016335 , -1389.58937605 , 12.88906642 , 8.01238405 , 251.2937973 , -8.94943131 , -0.53373128 , -0.34466491 , -34.15491321 , 1.8836864058136427
158 , -1136.74729523 , -1388.97606803 , 12.5103073 , 7.97588309 , 250.68866641 , -9.06363279 , -0.51839744 , -0.33856997 , -34.18862056 , 1.945947696322643
159 , -1136.72415927 , -1388.32031454 , 11.85663645 , 8.18580855 , 250.53715889 , -9.7124536 , -0.53721098 , -0.32462426 , -34.04718931 , 1.9298607762990723
