, etot, ebond, eang, etor, evdw, ehb_cho, ehb_chn,ehb_chc, ecoul, density
159 , -28080.92096 , -1382.18031837 , 12.61540539 , 6.13003344 , 237.66906936 , -8.08147987 , -0.54628441 , -0.14804339 , -32.16871121 , 1.7769508413765853
160 , -28081.17674 , -1383.24600464 , 13.34418477 , 5.5936342 , 238.54375601 , -8.00524762 , -0.46820183 , -0.16175026 , -33.79089068 , 1.8337000548194775
161 , -28080.65907 , -1382.66104047 , 13.43628913 , 5.44411018 , 238.22224084 , -8.59595138 , -0.47433532 , -0.22481882 , -32.9615459 , 1.7832075169597152
162 , -28080.06531 , -1382.18837802 , 13.01612103 , 5.83225029 , 237.63259755 , -8.21399984 , -0.51237917 , -0.22886679 , -32.03664039 , 1.7491095090191313
163 , -28081.16305 , -1383.23286229 , 13.34256587 , 5.58983627 , 238.53335225 , -7.9977583 , -0.46810889 , -0.16236785 , -33.78714875 , 1.8345752947553426
164 , -28082.03554 , -1383.27178474 , 13.71240918 , 5.5009388 , 238.93082404 , -10.86273094 , -0.72660953 , -0.15163268 , -35.92832004 , 1.8526807717270517
165 , -28080.89613 , -1382.57546979 , 12.9678743 , 5.69296224 , 237.94866046 , -8.53296038 , -0.53618426 , -0.29750068 , -33.31929461 , 1.8116759373970246
166 , -28081.19026 , -1382.83581723 , 13.1453026 , 5.91521366 , 237.98155398 , -8.79598436 , -0.46813964 , -0.15098743 , -34.1433141 , 1.7863091700752942
167 , -28080.8789 , -1382.11648207 , 12.97895613 , 5.40315216 , 237.76804035 , -8.30774608 , -0.54601726 , -0.29442186 , -32.60357575 , 1.8248064842970833
168 , -28080.83629 , -1381.99501197 , 12.92478153 , 5.73208377 , 237.77835868 , -8.0126736 , -0.56590324 , -0.26638959 , -32.53703112 , 1.7593803344582546
169 , -28080.85666 , -1382.10389818 , 12.98252666 , 5.39831832 , 237.76951725 , -8.32709232 , -0.54009796 , -0.29052325 , -32.66835555 , 1.832448262013112
170 , -28080.89754 , -1382.63732591 , 12.99622983 , 5.70583132 , 237.92443609 , -8.45895052 , -0.52897446 , -0.29174101 , -33.28965414 , 1.8252634165178685
171 , -28081.81806 , -1381.3709641 , 12.382908 , 5.82446662 , 237.23886962 , -9.23026566 , -0.56787162 , -0.16040316 , -33.41775399 , 1.8270315886995416
172 , -28081.12516 , -1382.43697565 , 13.2256975 , 5.43102004 , 237.87152416 , -8.95152282 , -0.4635796 , -0.18874424 , -34.30448341 , 1.7748775868865165
173 , -28081.29746 , -1381.45768099 , 12.38706003 , 5.87963171 , 237.65665109 , -9.67324616 , -0.5531304 , -0.15187817 , -33.47349992 , 1.7674244664035552
174 , -28081.49717 , -1381.67250605 , 12.55489245 , 6.01177542 , 237.41412085 , -8.31239091 , -0.41528103 , -0.15841693 , -34.41186414 , 1.7327413337290987
175 , -28081.00396 , -1383.10914646 , 13.32175902 , 5.75190797 , 238.68558986 , -9.77322067 , -0.40042224 , -0.14976515 , -34.67352214 , 1.744255011885244
176 , -28081.04819 , -1383.3648166 , 13.72004269 , 5.84332283 , 238.89618153 , -8.6183427 , -0.49163398 , -0.15233832 , -34.58163611 , 1.7036836398826318
177 , -28080.68094 , -1383.38897974 , 13.54117246 , 5.70109755 , 238.4948102 , -8.36651687 , -0.51906405 , -0.16476054 , -32.94870072 , 1.7914244871169023
178 , -28081.46116 , -1382.38857912 , 13.19480245 , 5.7708127 , 238.06989855 , -8.50494362 , -0.64459533 , -0.1821274 , -34.45719896 , 1.7496056979263765
179 , -28081.0447 , -1381.83705645 , 12.67860166 , 6.05230582 , 237.71033102 , -8.51636906 , -0.60496356 , -0.31440707 , -33.15688203 , 1.7381973172875291
180 , -28080.89433 , -1384.25731737 , 14.22225125 , 5.31799753 , 239.43176222 , -8.0867024 , -0.41046911 , -0.14801699 , -34.29169388 , 1.7080099858333282
181 , -28080.97006 , -1383.24238257 , 13.29601575 , 5.60774672 , 238.88276822 , -7.91350238 , -0.47885352 , -0.15467163 , -33.90727706 , 1.6969027442560725
182 , -28081.531 , -1381.08903341 , 12.19712108 , 5.89663956 , 236.99090172 , -8.72208041 , -0.55822311 , -0.15813201 , -32.26852557 , 1.8157068624349668
183 , -28080.70438 , -1382.73247803 , 13.09500236 , 5.80056804 , 238.03667009 , -8.97987726 , -0.4603747 , -0.14903709 , -34.06643604 , 1.7181831798841372
184 , -28081.16662 , -1382.73645148 , 13.12089316 , 5.80422467 , 238.03824028 , -9.08954626 , -0.46429802 , -0.14993548 , -34.14763801 , 1.7685087845797638
185 , -28081.7692 , -1383.01034518 , 13.44171124 , 5.48991026 , 238.6912332 , -10.39843591 , -0.5771644 , -0.15108746 , -35.64215376 , 1.8383096068602691
186 , -28081.75309 , -1383.03185735 , 13.43689909 , 5.48752696 , 238.71525339 , -10.36703241 , -0.57090768 , -0.15081189 , -35.65301564 , 1.8393607460173926
187 , -28080.80449 , -1382.68318061 , 13.00540959 , 5.72600511 , 237.8866068 , -8.63560821 , -0.59261165 , -0.3000736 , -33.24948814 , 1.8227907193156443
188 , -28081.85217 , -1383.21218026 , 13.68134601 , 5.50751934 , 238.90249852 , -10.93511474 , -0.7749727 , -0.15214474 , -35.95896102 , 1.8356945616294031
189 , -28081.63721 , -1383.23252119 , 13.69273195 , 5.50966677 , 238.90845795 , -10.92781114 , -0.75780505 , -0.15225244 , -35.96375205 , 1.7975071976747659
190 , -28080.57168 , -1382.6946769 , 13.01156371 , 5.72746262 , 237.89274543 , -8.63913158 , -0.59437253 , -0.30069704 , -33.24981027 , 1.8052860588174384
191 , -28081.51442 , -1383.01016381 , 13.43702024 , 5.49398312 , 238.69987156 , -10.40490055 , -0.5815733 , -0.15106002 , -35.69376555 , 1.7790913009649587
192 , -28080.5126 , -1382.72473687 , 13.00603562 , 5.71379354 , 237.86651146 , -8.32298206 , -0.57595992 , -0.29569618 , -33.13459865 , 1.7622499880325364
193 , -28081.90889 , -1381.21867596 , 12.17291068 , 5.90639734 , 237.13133833 , -9.35287155 , -0.59609826 , -0.16142585 , -32.48306109 , 1.8357621618798068
194 , -28081.75943 , -1381.14249192 , 12.16919918 , 5.86625555 , 237.14237064 , -9.30201279 , -0.65996597 , -0.15806251 , -32.30148672 , 1.822699340211244
195 , -28081.5921 , -1383.00236538 , 13.61965859 , 5.53052811 , 238.77964298 , -10.90066115 , -0.8372307 , -0.15345554 , -35.95144583 , 1.805885912611004
