, etot, eang, etor, evdw, ehb, ecoul, density
31 , -573.96060017 , 5.03663636 , 7.67321681 , 102.04864803 , -0.27417572 , -16.60824413 , 1.9066281261974782
32 , -573.95504892 , 5.15494088 , 7.66428901 , 102.35323084 , -0.30202364 , -16.60457128 , 1.8745211245044753
33 , -574.14832402 , 5.1830994 , 7.4555346 , 102.44429141 , -0.28932456 , -17.13979459 , 1.8853598418788957
34 , -574.1975356 , 4.84935922 , 7.73190737 , 101.967785 , -0.24813937 , -16.73372957 , 1.889720357745553
35 , -573.98516334 , 5.0802435 , 7.66359357 , 102.1957486 , -0.29651466 , -16.60528371 , 1.8899569344211073
36 , -574.15316344 , 5.19210066 , 7.45085074 , 102.46710544 , -0.29371885 , -17.16724489 , 1.8814474533532493
37 , -574.15569664 , 5.19611615 , 7.44714047 , 102.48075734 , -0.2962894 , -17.1796396 , 1.8786703888060914
38 , -574.14339932 , 5.17235966 , 7.46295712 , 102.41604366 , -0.28562097 , -17.10889725 , 1.8885978286455738
39 , -574.13997619 , 5.16490184 , 7.4688721 , 102.39078181 , -0.28365973 , -17.0895223 , 1.8909316976526822
40 , -574.15864132 , 5.20285707 , 7.44386675 , 102.50423597 , -0.2998758 , -17.19166254 , 1.8751539818074598
41 , -573.94170122 , 5.08030269 , 7.63715274 , 102.20385251 , -0.25966413 , -16.23957242 , 1.9014809221668232
42 , -574.16102957 , 5.11095305 , 7.70678741 , 102.23119138 , -0.27269567 , -16.47796044 , 1.9452821387770223
43 , -573.98442821 , 5.07673096 , 7.66310748 , 102.18203094 , -0.29405856 , -16.58858412 , 1.8915415858557452
44 , -574.25084672 , 4.85621416 , 7.9336256 , 101.76609754 , -0.29485262 , -17.222032 , 1.9008043581443506
45 , -574.25084547 , 4.8527615 , 7.93284998 , 101.75977668 , -0.29486678 , -17.22384276 , 1.9001888091111339
46 , -574.25085432 , 4.8563395 , 7.93371456 , 101.76498007 , -0.29490727 , -17.22021491 , 1.9011756779165532
47 , -573.93377393 , 5.38285493 , 7.62287991 , 102.41729601 , -0.29202829 , -16.59706043 , 1.9264002695227551
48 , -574.25053689 , 4.86132318 , 7.9346692 , 101.7724677 , -0.29482298 , -17.21595679 , 1.901925219820393
49 , -574.24570537 , 4.83947256 , 7.92079333 , 101.76174115 , -0.29472622 , -17.24576534 , 1.8900345795478626
